from_station,to_station,mileage,train_direction
Guangzhounan Railway Station,Hezhou Railway Station,261,up
Hezhou Railway Station,Zhongshanxi Railway Station,24,up
Zhongshanxi Railway Station,Guilinbei Railway Station,161,up
Guilinbei Railway Station,Hezhou Railway Station,185,down
Hezhou Railway Station,Zhaoqingdong Railway Station,185,down
Zhaoqingdong Railway Station,Guangzhounan Railway Station,76,down
Guangzhounan Railway Station,Huaiji Railway Station,171,up
Huaiji Railway Station,Hezhou Railway Station,90,up
Hezhou Railway Station,Guilinbei Railway Station,185,up
Guangzhounan Railway Station,Zhaoqingdong Railway Station,76,up
Zhaoqingdong Railway Station,Hezhou Railway Station,185,up
Hezhou Railway Station,Gongcheng Railway Station,84,up
Gongcheng Railway Station,Guilinbei Railway Station,101,up
Lianyungang Railway Station,Lianshui Railway Station,108,up
Guilinbei Railway Station,Yangshuo Railway Station,67,up
Yangshuo Railway Station,Hezhou Railway Station,118,up
Hezhou Railway Station,Guangzhounan Railway Station,261,up
Nanningdong Railway Station,Wuzhounan Railway Station,317,down
Wuzhounan Railway Station,Guangzhounan Railway Station,246,down
Zhaoqingdong Railway Station,Wuzhounan Railway Station,170,up
Wuzhounan Railway Station,Guigang Railway Station,177,up
Guigang Railway Station,Nanningdong Railway Station,140,up
Nanningdong Railway Station,Guigang Railway Station,140,down
Guigang Railway Station,Wuzhounan Railway Station,177,down
Wuzhounan Railway Station,Yunfudong Railway Station,108,down
Yunfudong Railway Station,Zhaoqingdong Railway Station,62,down
Zhaoqingdong Railway Station,Foshanxi Railway Station,43,down
Foshanxi Railway Station,Guangzhounan Railway Station,33,down
Guangzhounan Railway Station,Foshanxi Railway Station,33,up
Foshanxi Railway Station,Wuzhounan Railway Station,213,up
Wuzhounan Railway Station,Zhaoqingdong Railway Station,170,down
Wuzhounan Railway Station,Nanningdong Railway Station,317,up
Guangzhounan Railway Station,Guiyangbei Railway Station,867,up
Guiyangbei Railway Station,Guangzhounan Railway Station,867,up
Kunmingnan Railway Station,Panzhou Railway Station,212,up
Guiyangbei Railway Station,Duyundong Railway Station,126,down
Duyundong Railway Station,Guilinxi Railway Station,297,down
Guilinxi Railway Station,Yangshuo Railway Station,65,down
Yangshuo Railway Station,Gongcheng Railway Station,34,down
Gongcheng Railway Station,Zhongshanxi Railway Station,60,down
Zhongshanxi Railway Station,Hezhou Railway Station,24,down
Shijiazhuang Railway Station,Anyangdong Railway Station,235,up
Foshanxi Railway Station,Zhaoqingdong Railway Station,43,up
Zhaoqingdong Railway Station,Guilinxi Railway Station,368,up
Guilinxi Railway Station,Duyundong Railway Station,297,up
Duyundong Railway Station,Guiyangbei Railway Station,126,up
Guangzhounan Railway Station,Guilinxi Railway Station,444,up
Guilinxi Railway Station,Guiyangbei Railway Station,423,up
Guiyangbei Railway Station,Guilinxi Railway Station,423,up
Guilinxi Railway Station,Guangzhounan Railway Station,444,up
Guilinbei Railway Station,Sanjiangnan Railway Station,93,up
Sanjiangnan Railway Station,Duyundong Railway Station,210,up
Qujingbei Railway Station,Anshunxi Railway Station,234,up
Duyundong Railway Station,Sanjiangnan Railway Station,210,up
Guiyangbei Railway Station,Guilinbei Railway Station,429,up
Chibibei Railway Station,Xianningbei Railway Station,43,up
Duyundong Railway Station,Guilinbei Railway Station,303,up
Huaihuanan Railway Station,Dongkou Railway Station,81,up
Dongkou Railway Station,Shaoyang Railway Station,88,up
Shaodong Railway Station,Xidu Railway Station,76,up
Xidu Railway Station,Hengyangdong Railway Station,44,up
Hengyangdong Railway Station,Shaoyang Railway Station,390,up
Shaoyang Railway Station,Huaihuanan Railway Station,71,up
Zhijiang Railway Station,Xinhuangxi Railway Station,54,up
Guiyangbei Railway Station,Puanxian Railway Station,220,down
Tongren Railway Station,Tongrennan Railway Station,60,down
Tongrennan Railway Station,Tongren Railway Station,60,up
Tongren Railway Station,Zhushaguzhen Railway Station,27,down
Zhushaguzhen Railway Station,Tongrennan Railway Station,33,down
Tongrennan Railway Station,Zhushaguzhen Railway Station,33,up
Zhushaguzhen Railway Station,Tongren Railway Station,27,up
Tongren Railway Station,Kailinan Railway Station,200,down
Zhushaguzhen Railway Station,Sansui Railway Station,81,down
Chaoshan Railway Station,Shenzhenbei Railway Station,305,down
Shenzhenbei Railway Station,Xianggangxijiulong Railway Station,39,down
Xianggangxijiulong Railway Station,Shenzhenbei Railway Station,39,up
Shenzhenbei Railway Station,Chaoshan Railway Station,305,up
Chaoshan Railway Station,Shamenbei Railway Station,209,up
Shamen Railway Station,Zhangzhou Railway Station,55,down
Chaoshan Railway Station,Huidong Railway Station,217,down
Huidong Railway Station,Huizhounan Railway Station,32,down
Shenzhenbei Railway Station,Huizhounan Railway Station,56,up
Huizhounan Railway Station,Houmen Railway Station,67,up
Houmen Railway Station,Puning Railway Station,129,up
Zhangzhou Railway Station,Shamen Railway Station,55,up
Shamen Railway Station,Jiaomei Railway Station,37,down
Jiaomei Railway Station,Zhangzhou Railway Station,18,down
Zhangzhou Railway Station,Raoping Railway Station,126,down
Raoping Railway Station,Chaoshan Railway Station,41,down
Huidong Railway Station,Shenzhenpingshan Railway Station,52,down
Shenzhenpingshan Railway Station,Shenzhenbei Railway Station,36,down
Chaoshan Railway Station,Zhangpu Railway Station,122,up
Zhangzhou Railway Station,Yunxiao Railway Station,76,down
Puning Railway Station,Lufeng Railway Station,61,down
Lufeng Railway Station,Shenzhenpingshan Railway Station,155,down
Xianggangxijiulong Railway Station,Futian Railway Station,30,up
Futian Railway Station,Shenzhenbei Railway Station,9,up
Huizhounan Railway Station,Shamen Railway Station,471,up
Hefeinan Railway Station,Wuwei Railway Station,105,down
Nanling Railway Station,Jixibei Railway Station,92,down
Wuyishanbei Railway Station,Yanping Railway Station,139,down
Huangshanbei Railway Station,Nanling Railway Station,133,up
Hefeinan Railway Station,Shuijiahu Railway Station,89,up
Shuijiahu Railway Station,Bangbunan Railway Station,63,up
Jingxian Railway Station,Xixianbei Railway Station,94,down
Minqingbei Railway Station,Jianouxi Railway Station,124,up
Handandong Railway Station,Zhengzhoudong Railway Station,237,down
Zhengzhoudong Railway Station,Yueyangdong Railway Station,751,down
Shenzhenbei Railway Station,Futian Railway Station,9,down
Futian Railway Station,Xianggangxijiulong Railway Station,30,down
Guangzhounan Railway Station,Hengyangdong Railway Station,530,up
Yueyangdong Railway Station,Zhengzhoudong Railway Station,751,up
Zhengzhoudong Railway Station,Handandong Railway Station,277,up
Guangyuan Railway Station,Qingchuan Railway Station,56,down
Qingchuan Railway Station,Jiangyou Railway Station,70,down
Jiangyou Railway Station,Qingchuan Railway Station,70,up
Qingchuan Railway Station,Guangyuan Railway Station,56,up
Zhengdingjichang Railway Station,Baodingdong Railway Station,105,up
Baodingdong Railway Station,Zhuozhoudong Railway Station,77,up
Beijingxi Railway Station,Zhuozhoudong Railway Station,139,down
Zhuozhoudong Railway Station,Baodingdong Railway Station,77,down
Zhengzhoudong Railway Station,Hankou Railway Station,540,down
Hankou Railway Station,Qianjiang Railway Station,134,down
Qianjiang Railway Station,Yichangdong Railway Station,158,down
Yichangdong Railway Station,Jianshi Railway Station,179,down
Jianshi Railway Station,Enshi Railway Station,35,down
Enshi Railway Station,Lichuan Railway Station,61,down
Lichuan Railway Station,Fengdu Railway Station,144,down
Fengdu Railway Station,Zhongqingbei Railway Station,134,down
Wusheng Railway Station,Zhongqingbei Railway Station,108,up
Zhongqingbei Railway Station,Fulingbei Railway Station,92,up
Fulingbei Railway Station,Fengdu Railway Station,42,up
Fengdu Railway Station,Shizhuxian Railway Station,49,up
Shizhuxian Railway Station,Enshi Railway Station,156,up
Jianshi Railway Station,Yichangdong Railway Station,179,up
Shizhuxian Railway Station,Zhengzhoudong Railway Station,1202,up
Xinyangdong Railway Station,Fulingbei Railway Station,708,up
Fulingbei Railway Station,Zhongqingbei Railway Station,92,up
Guiyangdong Railway Station,Guilinxi Railway Station,413,down
Guilinxi Railway Station,Zhaoqingdong Railway Station,368,down
Nanjingnan Railway Station,Hangzhoudong Railway Station,256,down
Guilinxi Railway Station,Guiyangdong Railway Station,413,up
Suzhoudong Railway Station,Huainandong Railway Station,131,down
Hefeinan Railway Station,Changlinhe Railway Station,24,down
Changlinhe Railway Station,Chaohudong Railway Station,46,down
Sanming Railway Station,Yongannan Railway Station,39,down
Hefeinan Railway Station,Tonglingbei Railway Station,139,down
Hangzhoudong Railway Station,Nanjingnan Railway Station,256,up
Wenzhounan Railway Station,Taizhou Railway Station,123,up
Yixing Railway Station,Jiangning Railway Station,210,up
Wuwei Railway Station,Nanling Railway Station,68,down
Xianbei Railway Station,Chengdudong Railway Station,662,down
Chengdudong Railway Station,Xianbei Railway Station,658,up
Jianouxi Railway Station,Gutianbei Railway Station,95,down
Dexing Railway Station,Huangshanbei Railway Station,107,up
Xixianbei Railway Station,Jingde Railway Station,51,up
Taian Railway Station,Dezhoudong Railway Station,222,up
Jurongxi Railway Station,Changxing Railway Station,139,down
Xinyangdong Railway Station,Zhengzhoudong Railway Station,337,up
Huzhou Railway Station,Jurongxi Railway Station,159,up
Chengdenan Railway Station,Chengdexianbei Railway Station,29,down
Chengdexianbei Railway Station,Pingquanbei Railway Station,37,down
Pingquanbei Railway Station,Niuheliang Railway Station,61,down
Niuheliang Railway Station,Kazuo Railway Station,35,down
Kazuo Railway Station,Nailingao Railway Station,30,down
Nailingao Railway Station,Zhaoyang Railway Station,37,down
Zhaoyang Railway Station,Fuxin Railway Station,118,down
Fuxin Railway Station,Shenyang Railway Station,157,down
Shenyang Railway Station,Xinminbei Railway Station,59,up
Xinminbei Railway Station,Fuxin Railway Station,98,up
Fuxin Railway Station,Beipiao Railway Station,81,up
Beipiao Railway Station,Zhaoyang Railway Station,37,up
Zhaoyang Railway Station,Niuheliang Railway Station,102,up
Niuheliang Railway Station,Pingquanbei Railway Station,61,up
Pingquanbei Railway Station,Chengdenan Railway Station,66,up
Niuheliang Railway Station,Zhaoyang Railway Station,102,down
Shenyangbei Railway Station,Fuxin Railway Station,158,up
Fuxin Railway Station,Zhaoyang Railway Station,118,up
Zhaoyang Railway Station,Nailingao Railway Station,37,up
Nailingao Railway Station,Niuheliang Railway Station,65,up
Pingquanbei Railway Station,Chengdexianbei Railway Station,37,up
Chengdexianbei Railway Station,Chengdenan Railway Station,29,up
Chengdexianbei Railway Station,Niuheliang Railway Station,98,down
Fuxin Railway Station,Shenyangbei Railway Station,158,down
Shenyangbei Railway Station,Heishanbei Railway Station,102,up
Heishanbei Railway Station,Fuxin Railway Station,56,up
Niuheliang Railway Station,Chengdexianbei Railway Station,98,up
Boyuquan Railway Station,Haichengxi Railway Station,95,down
Anshanxi Railway Station,Shenyang Railway Station,95,down
Shenyang Railway Station,Fuxin Railway Station,157,down
Zhaoyang Railway Station,Kazuo Railway Station,67,down
Kazuo Railway Station,Chengdexianbei Railway Station,133,down
Chengdenan Railway Station,Pingquanbei Railway Station,66,down
Kazuo Railway Station,Zhaoyang Railway Station,67,down
Zhaoyang Railway Station,Beipiao Railway Station,37,down
Beipiao Railway Station,Fuxin Railway Station,81,down
Fuxin Railway Station,Xinminbei Railway Station,98,down
Xinminbei Railway Station,Shenyang Railway Station,59,down
Shenyangnan Railway Station,Liaoyang Railway Station,50,down
Anshanxi Railway Station,Yingkoudong Railway Station,77,down
Yingkoudong Railway Station,Dalianbei Railway Station,206,down
Yingkoudong Railway Station,Liaoyang Railway Station,107,down
Haichengxi Railway Station,Boyuquan Railway Station,95,down
Tianjin Railway Station,Binhaibei Railway Station,60,down
Beidaihe Railway Station,Huludaobei Railway Station,160,down
Yingkoudong Railway Station,Shanhaiguan Railway Station,352,down
Shanhaiguan Railway Station,Tianjinxi Railway Station,282,down
Tianjinxi Railway Station,Beijingnan Railway Station,123,down
Beijingnan Railway Station,Tianjinxi Railway Station,122,down
Tianjinxi Railway Station,Shanhaiguan Railway Station,283,down
Shanhaiguan Railway Station,Panjin Railway Station,263,down
Tielingxi Railway Station,Kaiyuanxi Railway Station,47,down
Gongzhulingnan Railway Station,Changchunxi Railway Station,63,down
Haerbinxi Railway Station,Changchunxi Railway Station,240,up
Sipingdong Railway Station,Shenyangbei Railway Station,180,up
Shenyangbei Railway Station,Xinminbei Railway Station,60,up
Zhaoyang Railway Station,Chengdenan Railway Station,229,up
Shenyangbei Railway Station,Changchunxi Railway Station,298,down
Langfang Railway Station,Tianjinxi Railway Station,62,down
Luanhe Railway Station,Beidaihe Railway Station,65,down
Panjinbei Railway Station,Taian Railway Station,55,down
Changtuxi Railway Station,Changchun Railway Station,181,down
Changchun Railway Station,Changchunxi Railway Station,12,up
Changchunxi Railway Station,Gongzhulingnan Railway Station,63,up
Gongzhulingnan Railway Station,Sipingdong Railway Station,55,up
Qinhuangdao Railway Station,Tianjinxi Railway Station,283,up
Tianjinxi Railway Station,Qinhuangdao Railway Station,266,down
Jinzhounan Railway Station,Yingkoudong Railway Station,187,down
Panjin Railway Station,Huludaobei Railway Station,141,down
Qufudong Railway Station,Mengshan Railway Station,62,down
Mengshan Railway Station,Linyibei Railway Station,72,down
Linyibei Railway Station,Mengshan Railway Station,72,up
Mengshan Railway Station,Qufudong Railway Station,62,up
Taian Railway Station,Liaozhong Railway Station,31,down
Haerbin Railway Station,Shangzhinan Railway Station,141,down
Shangzhinan Railway Station,Weihexi Railway Station,45,down
Weihexi Railway Station,Yabulixi Railway Station,18,down
Yabulixi Railway Station,Mudanjiang Railway Station,96,down
Mudanjiang Railway Station,Yabulixi Railway Station,96,up
Yabulixi Railway Station,Shangzhinan Railway Station,63,up
Shangzhinan Railway Station,Achengbei Railway Station,90,up
Achengbei Railway Station,Haerbin Railway Station,51,up
Haerbin Railway Station,Changchunxi Railway Station,247,up
Changchunxi Railway Station,Shenyangbei Railway Station,298,up
Anshanxi Railway Station,Shenyangnan Railway Station,80,down
Benxi Railway Station,Tongyuanbaoxi Railway Station,62,down
Tongyuanbaoxi Railway Station,Dandong Railway Station,85,down
Dandong Railway Station,Tongyuanbaoxi Railway Station,85,up
Tongyuanbaoxi Railway Station,Benxi Railway Station,62,up
Shenyangnan Railway Station,Anshanxi Railway Station,80,up
